County,AgeGroups,AgeGrpNo,Working,NoWork,OutsideLabourForce,NotStated,Rented,GovernmentNo,GovernmentPcnt,CountyGovNo,CountyGovPcnt,ParastatalNo,ParastatalPcnt,PrivateNo,PrivatePcnt,IndividualPcnt,IndividualNo,otherNo,OtherPcnt,Total,Conventional,GroupQuarters,OwnedNo,OwnedPcnt,RentedNo,RentedPcnt,NotStatedNo,NotStatedPcnt,Population,NoofHouseholds,AvgHouseholdsize
SAMBURU,35 to 64,42945,34425,4063,4452,5,9543,388,4.1,250,2.6,51,0.5,258,2.7,8426,88.3,170,1.8,65910,63951,1959,54402,85.0999999999999,9543,14.9,6,0,307957,65910,47
SAMBURU,5 to 14,100775,38566,,62199,10,5808,121,2.1,152,2.6,20,0.3,399,6.9,5063,87.2,53,0.9,35070,34987,83,29155,83.3,5808,16.6,24,0.1,307957,65910,47
SAMBURU,18 to 24,41675,24854,3992,12828,1,5808,121,2.1,152,2.6,20,0.3,399,6.9,5063,87.2,53,0.9,35070,34987,83,29155,83.3,5808,16.6,24,0.1,307957,65910,47
SAMBURU,Not Stated,2,,,,2,5808,121,2.1,152,2.6,20,0.3,399,6.9,5063,87.2,53,0.9,35070,34987,83,29155,83.3,5808,16.6,24,0.1,307957,65910,47
SAMBURU,Total,257368,144384,14181,98776,27,5808,121,2.1,152,2.6,20,0.3,399,6.9,5063,87.2,53,0.9,35070,34987,83,29155,83.3,5808,16.6,24,0.1,307957,65910,47
SAMBURU,15 to 17,23046,9004,1300,12739,3,5808,121,2.1,152,2.6,20,0.3,399,6.9,5063,87.2,53,0.9,35070,34987,83,29155,83.3,5808,16.6,24,0.1,307957,65910,47
SAMBURU,25 to 34,39685,30594,4263,4824,4,5808,121,2.1,152,2.6,20,0.3,399,6.9,5063,87.2,53,0.9,35070,34987,83,29155,83.3,5808,16.6,24,0.1,307957,65910,47
SAMBURU,65 plus,9240,6941,563,1734,2,5808,121,2.1,152,2.6,20,0.3,399,6.9,5063,87.2,53,0.9,35070,34987,83,29155,83.3,5808,16.6,24,0.1,307957,65910,47
SIAYA,Total,868276,412930,22225,432797,324,11408,413,3.6,31,0.3,71,0.6,205,1.8,10581,92.8,107,0.9,57553,57386,167,45942,80.0999999999999,11408,19.9,36,0.1,989708,250698,39
SIAYA,15 to 17,76686,5950,385,70320,31,46969,1209,2.6,629,1.3,530,1.1,1015,2.2,43098,91.8,488,1,250698,249341,1357,202274,81.0999999999999,46969,18.8,98,0,989708,250698,39
SIAYA,25 to 34,129804,110746,8634,10385,39,46969,1209,2.6,629,1.3,530,1.1,1015,2.2,43098,91.8,488,1,250698,249341,1357,202274,81.0999999999999,46969,18.8,98,0,989708,250698,39
SIAYA,35 to 64,194431,179776,6647,7931,77,46969,1209,2.6,629,1.3,530,1.1,1015,2.2,43098,91.8,488,1,250698,249341,1357,202274,81.0999999999999,46969,18.8,98,0,989708,250698,39
SIAYA,Not Stated,24,,,,24,46969,1209,2.6,629,1.3,530,1.1,1015,2.2,43098,91.8,488,1,250698,249341,1357,202274,81.0999999999999,46969,18.8,98,0,989708,250698,39
SIAYA,5 to 14,288483,7544,,280856,83,46969,1209,2.6,629,1.3,530,1.1,1015,2.2,43098,91.8,488,1,250698,249341,1357,202274,81.0999999999999,46969,18.8,98,0,989708,250698,39
SIAYA,65 plus,59293,51022,629,7615,27,46969,1209,2.6,629,1.3,530,1.1,1015,2.2,43098,91.8,488,1,250698,249341,1357,202274,81.0999999999999,46969,18.8,98,0,989708,250698,39
SIAYA,18 to 24,119555,57892,5930,55690,43,46969,1209,2.6,629,1.3,530,1.1,1015,2.2,43098,91.8,488,1,250698,249341,1357,202274,81.0999999999999,46969,18.8,98,0,989708,250698,39
TAITA/TAVETA,35 to 64,87747,77234,5675,4815,23,31754,1341,4.2,152,0.5,687,2.2,2094,6.6,27085,85.3,395,1.2,96429,94468,1961,62688,66.4,31754,33.6,26,0,,,
TAITA/TAVETA,25 to 34,49577,40257,5243,4067,10,31754,1341,4.2,152,0.5,687,2.2,2094,6.6,27085,85.3,395,1.2,96429,94468,1961,62688,66.4,31754,33.6,26,0,,,
TAITA/TAVETA,Total,297186,161750,15886,119483,67,31754,1341,4.2,152,0.5,687,2.2,2094,6.6,27085,85.3,395,1.2,96429,94468,1961,62688,66.4,31754,33.6,26,0,,,
TAITA/TAVETA,65 plus,19620,16745,349,2525,1,31754,1341,4.2,152,0.5,687,2.2,2094,6.6,27085,85.3,395,1.2,96429,94468,1961,62688,66.4,31754,33.6,26,0,,,
TAITA/TAVETA,15 to 17,21951,2317,334,19297,3,31754,1341,4.2,152,0.5,687,2.2,2094,6.6,27085,85.3,395,1.2,96429,94468,1961,62688,66.4,31754,33.6,26,0,,,
TAITA/TAVETA,5 to 14,76972,2009,,74946,17,31754,1341,4.2,152,0.5,687,2.2,2094,6.6,27085,85.3,395,1.2,96429,94468,1961,62688,66.4,31754,33.6,26,0,,,
TAITA/TAVETA,Not Stated,3,,,,3,31754,1341,4.2,152,0.5,687,2.2,2094,6.6,27085,85.3,395,1.2,96429,94468,1961,62688,66.4,31754,33.6,26,0,,,
TAITA/TAVETA,18 to 24,41316,23188,4285,13833,10,31754,1341,4.2,152,0.5,687,2.2,2094,6.6,27085,85.3,395,1.2,96429,94468,1961,62688,66.4,31754,33.6,26,0,,,
TANA RIVER,Not Stated,6,,,,6,14383,691,4.8,502,3.5,407,2.8,521,3.6,12057,83.8,205,1.4,68242,66984,1258,52564,78.5,14383,21.5,37,0.1,314710,68242,46
TANA RIVER,Total,261570,118026,25851,117572,121,3774,337,8.9,92,2.4,39,1,82,2.2,3173,84.1,51,1.4,18565,18470,95,14678,79.5,3774,20.4,18,0.1,314710,68242,46
TANA RIVER,5 to 14,99420,24158,,75226,36,3774,337,8.9,92,2.4,39,1,82,2.2,3173,84.1,51,1.4,18565,18470,95,14678,79.5,3774,20.4,18,0.1,314710,68242,46
TANA RIVER,25 to 34,39780,25745,7804,6211,20,3774,337,8.9,92,2.4,39,1,82,2.2,3173,84.1,51,1.4,18565,18470,95,14678,79.5,3774,20.4,18,0.1,314710,68242,46
TANA RIVER,65 plus,9787,6042,981,2758,6,3774,337,8.9,92,2.4,39,1,82,2.2,3173,84.1,51,1.4,18565,18470,95,14678,79.5,3774,20.4,18,0.1,314710,68242,46
TANA RIVER,18 to 24,38818,19475,6746,12580,17,3774,337,8.9,92,2.4,39,1,82,2.2,3173,84.1,51,1.4,18565,18470,95,14678,79.5,3774,20.4,18,0.1,314710,68242,46
TANA RIVER,35 to 64,52773,37013,8667,7065,28,3774,337,8.9,92,2.4,39,1,82,2.2,3173,84.1,51,1.4,18565,18470,95,14678,79.5,3774,20.4,18,0.1,314710,68242,46
TANA RIVER,15 to 17,20986,5593,1653,13732,8,3774,337,8.9,92,2.4,39,1,82,2.2,3173,84.1,51,1.4,18565,18470,95,14678,79.5,3774,20.4,18,0.1,314710,68242,46
THARAKAtoNITHI,5 to 14,91047,3094,,87949,4,,,,,,,,,,,,,,,,,,,,,,,,,
THARAKAtoNITHI,35 to 64,103842,94445,5173,4196,28,,,,,,,,,,,,,,,,,,,,,,,,,
THARAKAtoNITHI,Total,351034,191231,13707,146026,70,,,,,,,,,,,,,,,,,,,,,,,,,
THARAKAtoNITHI,25 to 34,54313,45099,4873,4326,15,,,,,,,,,,,,,,,,,,,,,,,,,
THARAKAtoNITHI,Not Stated,10,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,
THARAKAtoNITHI,18 to 24,46662,21825,3003,21829,5,,,,,,,,,,,,,,,,,,,,,,,,,
THARAKAtoNITHI,65 plus,27781,24409,427,2941,4,,,,,,,,,,,,,,,,,,,,,,,,,
THARAKAtoNITHI,15 to 17,27379,2359,231,24785,4,,,,,,,,,,,,,,,,,,,,,,,,,
TRANS NZOIA,65 plus,34282,28453,1006,4818,5,71976,2152,3,913,1.3,2046,2.8,1982,2.8,64091,89,792,1.1,223808,222989,819,150986,67.7,71976,32.3,27,0,985333,223808,44
TRANS NZOIA,25 to 34,131346,99880,14263,17194,9,71976,2152,3,913,1.3,2046,2.8,1982,2.8,64091,89,792,1.1,223808,222989,819,150986,67.7,71976,32.3,27,0,985333,223808,44
TRANS NZOIA,Total,856006,360674,38655,456613,64,71976,2152,3,913,1.3,2046,2.8,1982,2.8,64091,89,792,1.1,223808,222989,819,150986,67.7,71976,32.3,27,0,985333,223808,44
TRANS NZOIA,15 to 17,81024,5861,956,74205,2,71976,2152,3,913,1.3,2046,2.8,1982,2.8,64091,89,792,1.1,223808,222989,819,150986,67.7,71976,32.3,27,0,985333,223808,44
TRANS NZOIA,Not Stated,4,,,,4,71976,2152,3,913,1.3,2046,2.8,1982,2.8,64091,89,792,1.1,223808,222989,819,150986,67.7,71976,32.3,27,0,985333,223808,44
TRANS NZOIA,35 to 64,190817,162191,13162,15448,16,71976,2152,3,913,1.3,2046,2.8,1982,2.8,64091,89,792,1.1,223808,222989,819,150986,67.7,71976,32.3,27,0,985333,223808,44
TRANS NZOIA,5 to 14,291222,9780,,281427,15,71976,2152,3,913,1.3,2046,2.8,1982,2.8,64091,89,792,1.1,223808,222989,819,150986,67.7,71976,32.3,27,0,985333,223808,44
TRANS NZOIA,18 to 24,127311,54509,9268,63521,13,71976,2152,3,913,1.3,2046,2.8,1982,2.8,64091,89,792,1.1,223808,222989,819,150986,67.7,71976,32.3,27,0,985333,223808,44
TURKANA,15 to 17,76261,27129,17200,31856,76,25351,1679,6.6,990,3.9,138,0.5,732,2.9,14258,56.2,7554,29.8,164519,162627,1892,137157,84.3,25351,15.6,119,0.1,922210,164519,56
TURKANA,5 to 14,286631,98817,,187570,244,25351,1679,6.6,990,3.9,138,0.5,732,2.9,14258,56.2,7554,29.8,164519,162627,1892,137157,84.3,25351,15.6,119,0.1,922210,164519,56
TURKANA,Not Stated,3,,,,3,25351,1679,6.6,990,3.9,138,0.5,732,2.9,14258,56.2,7554,29.8,164519,162627,1892,137157,84.3,25351,15.6,119,0.1,922210,164519,56
TURKANA,25 to 34,131835,63619,43558,24555,103,25351,1679,6.6,990,3.9,138,0.5,732,2.9,14258,56.2,7554,29.8,164519,162627,1892,137157,84.3,25351,15.6,119,0.1,922210,164519,56
TURKANA,35 to 64,136885,72757,40532,23467,129,25351,1679,6.6,990,3.9,138,0.5,732,2.9,14258,56.2,7554,29.8,164519,162627,1892,137157,84.3,25351,15.6,119,0.1,922210,164519,56
TURKANA,65 plus,23159,11791,4466,6884,18,25351,1679,6.6,990,3.9,138,0.5,732,2.9,14258,56.2,7554,29.8,164519,162627,1892,137157,84.3,25351,15.6,119,0.1,922210,164519,56
TURKANA,Total,791011,327808,145174,317342,687,25351,1679,6.6,990,3.9,138,0.5,732,2.9,14258,56.2,7554,29.8,164519,162627,1892,137157,84.3,25351,15.6,119,0.1,922210,164519,56
TURKANA,18 to 24,136237,53695,39418,43010,114,25351,1679,6.6,990,3.9,138,0.5,732,2.9,14258,56.2,7554,29.8,164519,162627,1892,137157,84.3,25351,15.6,119,0.1,922210,164519,56
UASIN GISHU,35 to 64,238637,202631,18662,17307,37,147951,3226,2.2,2095,1.4,1946,1.3,6286,4.2,133360,90.1,1038,0.7,304943,301110,3833,153094,50.8,147951,49.1,65,0,1152671,304943,38
UASIN GISHU,65 plus,34353,29485,901,3959,8,147951,3226,2.2,2095,1.4,1946,1.3,6286,4.2,133360,90.1,1038,0.7,304943,301110,3833,153094,50.8,147951,49.1,65,0,1152671,304943,38
UASIN GISHU,18 to 24,174786,69096,17218,88454,18,147951,3226,2.2,2095,1.4,1946,1.3,6286,4.2,133360,90.1,1038,0.7,304943,301110,3833,153094,50.8,147951,49.1,65,0,1152671,304943,38
UASIN GISHU,5 to 14,286060,4361,,281679,20,147951,3226,2.2,2095,1.4,1946,1.3,6286,4.2,133360,90.1,1038,0.7,304943,301110,3833,153094,50.8,147951,49.1,65,0,1152671,304943,38
UASIN GISHU,Not Stated,11,,,,11,147951,3226,2.2,2095,1.4,1946,1.3,6286,4.2,133360,90.1,1038,0.7,304943,301110,3833,153094,50.8,147951,49.1,65,0,1152671,304943,38
UASIN GISHU,25 to 34,196801,142357,28243,26170,31,147951,3226,2.2,2095,1.4,1946,1.3,6286,4.2,133360,90.1,1038,0.7,304943,301110,3833,153094,50.8,147951,49.1,65,0,1152671,304943,38
UASIN GISHU,Total,1012918,451826,65879,495077,136,147951,3226,2.2,2095,1.4,1946,1.3,6286,4.2,133360,90.1,1038,0.7,304943,301110,3833,153094,50.8,147951,49.1,65,0,1152671,304943,38
UASIN GISHU,15 to 17,82270,3896,855,77508,11,147951,3226,2.2,2095,1.4,1946,1.3,6286,4.2,133360,90.1,1038,0.7,304943,301110,3833,153094,50.8,147951,49.1,65,0,1152671,304943,38
VIHIGA,65 plus,44096,39512,410,4161,13,16993,558,3.3,152,0.9,152,0.9,410,2.4,15462,91,259,1.5,143365,143288,77,126261,88.0999999999999,16993,11.9,34,0,587189,143365,41
VIHIGA,18 to 24,68016,30226,3511,34272,7,3622,203,5.6,41,1.1,39,1.1,63,1.7,3235,89.3,41,1.1,23375,23359,16,19729,84.5,3622,15.5,8,0,587189,143365,41
VIHIGA,15 to 17,48147,3017,223,44896,11,3622,203,5.6,41,1.1,39,1.1,63,1.7,3235,89.3,41,1.1,23375,23359,16,19729,84.5,3622,15.5,8,0,587189,143365,41
VIHIGA,Total,522668,250123,15154,257299,92,3622,203,5.6,41,1.1,39,1.1,63,1.7,3235,89.3,41,1.1,23375,23359,16,19729,84.5,3622,15.5,8,0,587189,143365,41
VIHIGA,Not Stated,7,,,,7,3622,203,5.6,41,1.1,39,1.1,63,1.7,3235,89.3,41,1.1,23375,23359,16,19729,84.5,3622,15.5,8,0,587189,143365,41
VIHIGA,25 to 34,65459,54091,5504,5849,15,3622,203,5.6,41,1.1,39,1.1,63,1.7,3235,89.3,41,1.1,23375,23359,16,19729,84.5,3622,15.5,8,0,587189,143365,41
VIHIGA,35 to 64,131435,119425,5506,6479,25,3622,203,5.6,41,1.1,39,1.1,63,1.7,3235,89.3,41,1.1,23375,23359,16,19729,84.5,3622,15.5,8,0,587189,143365,41
VIHIGA,5 to 14,165508,3852,,161642,14,3622,203,5.6,41,1.1,39,1.1,63,1.7,3235,89.3,41,1.1,23375,23359,16,19729,84.5,3622,15.5,8,0,587189,143365,41
WAJIR,15 to 17,66941,24206,18466,24261,8,6503,668,10.3,406,6.2,102,1.6,413,6.4,4867,74.8,47,0.7,127932,126878,1054,120367,94.9,6503,5.1,8,0,775302,127932,61
WAJIR,25 to 34,101966,55312,31457,15188,9,6503,668,10.3,406,6.2,102,1.6,413,6.4,4867,74.8,47,0.7,127932,126878,1054,120367,94.9,6503,5.1,8,0,775302,127932,61
WAJIR,65 plus,11446,6242,2986,2216,2,6503,668,10.3,406,6.2,102,1.6,413,6.4,4867,74.8,47,0.7,127932,126878,1054,120367,94.9,6503,5.1,8,0,775302,127932,61
WAJIR,35 to 64,106927,59977,33406,13533,11,6503,668,10.3,406,6.2,102,1.6,413,6.4,4867,74.8,47,0.7,127932,126878,1054,120367,94.9,6503,5.1,8,0,775302,127932,61
WAJIR,18 to 24,96144,42282,29759,24090,13,6503,668,10.3,406,6.2,102,1.6,413,6.4,4867,74.8,47,0.7,127932,126878,1054,120367,94.9,6503,5.1,8,0,775302,127932,61
WAJIR,5 to 14,269151,102667,,166465,19,6503,668,10.3,406,6.2,102,1.6,413,6.4,4867,74.8,47,0.7,127932,126878,1054,120367,94.9,6503,5.1,8,0,775302,127932,61
WAJIR,Not Stated,,,,,,6503,668,10.3,406,6.2,102,1.6,413,6.4,4867,74.8,47,0.7,127932,126878,1054,120367,94.9,6503,5.1,8,0,775302,127932,61
WAJIR,Total,652575,290686,116074,245753,62,6503,668,10.3,406,6.2,102,1.6,413,6.4,4867,74.8,47,0.7,127932,126878,1054,120367,94.9,6503,5.1,8,0,775302,127932,61
WEST POKOT,5 to 14,203229,45982,,157209,38,14192,681,4.8,479,3.4,157,1.1,451,3.2,12261,86.4,163,1.1,36341,36122,219,27579,76.3,8533,23.6,10,0,618867,116182,53
WEST POKOT,18 to 24,76499,37766,4709,34016,8,8533,357,4.2,166,1.9,107,1.3,279,3.3,7564,88.6,60,0.7,116182,115761,421,101538,87.7,14192,12.3,31,0,618867,116182,53
WEST POKOT,25 to 34,76936,60444,6967,9506,19,8533,357,4.2,166,1.9,107,1.3,279,3.3,7564,88.6,60,0.7,116182,115761,421,101538,87.7,14192,12.3,31,0,618867,116182,53
WEST POKOT,Total,505029,241125,19661,244145,98,8533,357,4.2,166,1.9,107,1.3,279,3.3,7564,88.6,60,0.7,116182,115761,421,101538,87.7,14192,12.3,31,0,618867,116182,53
WEST POKOT,65 plus,17804,14516,800,2485,3,8533,357,4.2,166,1.9,107,1.3,279,3.3,7564,88.6,60,0.7,116182,115761,421,101538,87.7,14192,12.3,31,0,618867,116182,53
WEST POKOT,15 to 17,44222,9231,1161,33822,8,8533,357,4.2,166,1.9,107,1.3,279,3.3,7564,88.6,60,0.7,116182,115761,421,101538,87.7,14192,12.3,31,0,618867,116182,53
WEST POKOT,35 to 64,86336,73186,6024,7107,19,8533,357,4.2,166,1.9,107,1.3,279,3.3,7564,88.6,60,0.7,116182,115761,421,101538,87.7,14192,12.3,31,0,618867,116182,53
WEST POKOT,Not Stated,3,,,,3,8533,357,4.2,166,1.9,107,1.3,279,3.3,7564,88.6,60,0.7,116182,115761,421,101538,87.7,14192,12.3,31,0,618867,116182,53
